CGPA,Attendance,Backlogs,ParentalIncome,BehaviorRating,PerformanceTrend,RiskLabel
7.27,69,7,86944,4,0,High Risk
7.73,78,0,49612,3,0,Low Risk
3.16,46,1,15380,7,0,High Risk
6.93,45,0,90262,4,1,Medium Risk
4.64,67,5,46366,7,0,High Risk
9.39,38,7,18301,3,1,Dropout
7.21,86,3,46894,6,1,Low Risk
7.34,72,4,128025,2,-1,Suspended
3.07,92,1,82265,2,-1,Suspended
9.03,67,2,135900,9,0,Medium Risk
5.49,49,5,97404,8,-1,High Risk
5.16,94,5,91666,7,0,High Risk
2.49,84,6,55588,9,-1,Dropout
3.66,90,7,48062,6,0,Dropout
7.49,95,4,86970,4,-1,High Risk
4.38,33,0,144461,8,1,Dropout
3.54,86,4,80648,9,1,High Risk
6.46,87,3,85561,3,0,Medium Risk
5.85,70,2,66625,8,0,Medium Risk
5.58,74,6,138658,8,0,High Risk
8.73,85,7,90732,9,0,High Risk
4.39,69,0,122647,8,1,High Risk
6.33,78,7,31661,2,-1,Suspended
9.29,82,3,79278,9,0,Low Risk
2.28,36,1,83271,2,1,Dropout
5.73,74,3,110353,4,-1,High Risk
7.09,77,4,43500,4,0,Low Risk
2.14,47,0,111639,9,-1,High Risk
3.4,99,4,85172,1,0,Suspended
3.25,73,0,69834,4,0,High Risk
6.89,95,1,96366,7,1,Low Risk
3.8,62,3,103676,3,-1,High Risk
6.28,79,7,72758,9,0,High Risk
5.2,44,3,27216,9,0,Medium Risk
7.06,68,5,136560,5,0,High Risk
3.68,98,0,26128,5,0,High Risk
2.56,98,1,14782,5,0,High Risk
4.16,88,2,114713,2,0,Suspended
4.05,86,1,99831,9,1,High Risk
4.27,50,4,84861,1,-1,Suspended
4.61,51,5,61884,3,0,High Risk
7.83,56,0,17101,8,1,Medium Risk
5.02,44,1,118575,7,1,Medium Risk
5.85,47,6,17749,7,1,High Risk
2.88,49,0,88578,3,-1,High Risk
2.5,50,6,38688,2,0,Dropout
5.48,33,0,49585,9,1,Dropout
5.02,94,4,91560,4,0,Medium Risk
5.35,96,5,142679,3,0,High Risk
8.75,96,7,132688,3,0,High Risk
5.88,79,6,137368,4,-1,High Risk
5.15,35,1,77092,3,0,Dropout
3.91,97,7,126801,2,0,Dropout
8.21,68,3,36597,2,1,Suspended
3.52,50,6,128493,9,1,Dropout
2.97,48,0,86313,4,1,High Risk
9.38,77,1,91785,4,1,Low Risk
2.47,48,3,17485,9,-1,High Risk
5.07,71,4,144950,5,-1,High Risk
4.92,50,5,19958,2,0,Suspended
5.66,79,7,40493,4,-1,High Risk
3.02,30,2,51410,2,-1,Dropout
6.2,51,0,53167,3,0,Medium Risk
2.5,55,3,134534,7,-1,High Risk
3.77,85,7,43427,6,1,Dropout
5.09,45,2,102662,3,1,Medium Risk
7.1,89,2,120949,4,-1,High Risk
3.04,31,0,102449,9,-1,Dropout
3.25,52,5,45133,7,-1,High Risk
5.56,35,2,101228,3,-1,Dropout
3.46,37,0,16846,1,1,Dropout
8.9,50,2,107661,2,1,Suspended
5.3,45,7,98890,2,-1,Suspended
9.8,41,0,76535,1,-1,Suspended
2.14,83,6,140992,4,0,Dropout
8.81,36,7,147967,8,0,Dropout
6.37,83,4,80063,8,-1,High Risk
7.86,34,2,27230,6,1,Dropout
6.35,63,3,13323,2,1,Suspended
6.05,57,7,144308,1,-1,Suspended
6.61,58,3,135596,7,1,Medium Risk
8.65,36,0,49605,4,0,Dropout
3.64,88,3,45297,7,-1,High Risk
8.99,37,4,100502,9,1,Dropout
9.22,73,5,35433,9,1,High Risk
4.46,63,2,43062,2,-1,Suspended
8.16,52,1,135015,8,0,Medium Risk
8.73,30,3,142720,2,1,Dropout
5.87,78,4,114222,5,1,Medium Risk
7.9,98,3,107504,6,1,Low Risk
7.91,31,6,135782,6,-1,Dropout
5.86,59,7,138826,4,0,High Risk
2.95,94,2,35223,4,0,High Risk
9.01,87,0,20015,5,-1,High Risk
3.72,75,7,64909,9,-1,Dropout
4.48,80,5,59314,1,0,Suspended
3.06,97,2,38317,8,0,High Risk
7.12,52,4,109806,5,-1,High Risk
7.1,36,1,106421,4,-1,Dropout
7.69,30,2,32769,2,0,Dropout
2.6,80,7,46345,7,1,Dropout
2.11,82,0,14321,1,-1,Suspended
8.17,35,6,62967,8,0,Dropout
7.92,36,4,147740,1,0,Dropout
7.99,41,0,48250,2,-1,Suspended
5.16,61,3,53442,1,0,Suspended
9.22,53,5,109473,2,0,Suspended
4.05,62,0,84710,9,-1,High Risk
9.25,88,0,55833,9,-1,High Risk
7.94,44,3,117507,6,0,Medium Risk
9.63,63,2,138536,6,1,Medium Risk
5.69,38,1,35933,5,1,Dropout
6.12,77,2,33439,3,0,Medium Risk
8.63,60,5,102345,4,0,High Risk
3.43,47,6,97971,9,-1,Dropout
9.36,50,7,124679,2,1,Suspended
2.58,57,6,88179,1,1,Dropout
7.36,75,0,58534,9,1,Low Risk
3.72,32,3,91122,1,0,Dropout
3.26,98,1,68791,5,1,High Risk
3.14,66,6,11354,9,-1,Dropout
6.69,70,0,144035,1,1,Suspended
5.97,48,2,93652,8,0,Medium Risk
8.9,42,4,149066,6,1,Medium Risk
6.04,67,6,131907,1,1,Suspended
4.7,69,5,64203,3,0,High Risk
7.11,37,4,132217,6,-1,Dropout
2.1,43,1,142316,1,0,Suspended
4.28,65,1,15839,1,1,Suspended
6.65,87,7,113313,9,-1,High Risk
8.35,98,7,71852,8,1,High Risk
9.19,48,7,64017,3,-1,High Risk
8.62,83,4,90630,4,-1,High Risk
5.69,98,5,16544,5,-1,High Risk
9.29,60,7,98202,2,-1,Suspended
7.82,39,5,47855,5,1,Dropout
2.28,57,6,92757,7,-1,Dropout
2.55,67,0,95094,2,1,Suspended
4.63,93,0,102303,9,0,High Risk
8.09,40,0,15900,5,0,Medium Risk
9.16,61,6,95553,7,-1,High Risk
8.64,60,2,62890,1,-1,Suspended
7.58,62,5,113186,5,-1,High Risk
7.04,71,7,42022,1,-1,Suspended
9.6,81,3,52912,4,1,Low Risk
9.26,98,4,42209,3,1,Low Risk
4.64,92,3,76457,6,1,High Risk
4.59,77,7,138863,2,1,Suspended
4.96,36,6,14487,1,-1,Dropout
6.49,82,3,39605,3,1,Medium Risk
4.82,96,7,103937,9,0,High Risk
4.24,93,5,49673,3,1,High Risk
6.67,69,1,57565,6,1,Medium Risk
6.65,47,4,38288,6,-1,High Risk
4.07,38,6,97562,7,1,Dropout
9.53,59,1,93557,5,-1,High Risk
4.74,67,3,50857,7,0,High Risk
2.12,96,3,45561,3,-1,High Risk
8.36,71,5,134143,1,0,Suspended
6.63,98,2,63025,5,-1,High Risk
2.2,58,1,106920,6,1,High Risk
8.26,96,6,17717,4,-1,High Risk
9.11,91,6,144648,5,-1,High Risk
6.28,36,6,55805,5,0,Dropout
7.12,85,1,43585,3,1,Low Risk
7.89,88,1,24026,9,1,Low Risk
8.23,83,7,116446,5,0,High Risk
8.28,81,3,85400,3,1,Low Risk
6.92,59,7,119591,8,1,High Risk
9.57,73,3,111276,4,-1,High Risk
2.16,34,3,44256,2,1,Dropout
9.56,75,2,91163,8,-1,High Risk
5.39,31,5,46079,2,0,Dropout
8.11,35,6,121364,2,1,Dropout
7.0,48,5,105018,5,0,High Risk
9.32,51,2,124165,6,0,Medium Risk
3.1,60,7,129586,5,1,Dropout
4.78,52,3,71926,9,-1,High Risk
3.69,33,5,28637,1,0,Dropout
7.5,67,5,78835,3,0,High Risk
7.71,35,1,38634,9,1,Dropout
6.06,72,4,16798,8,-1,High Risk
9.23,86,2,59047,9,1,Low Risk
7.9,92,0,131298,3,0,Low Risk
8.71,48,0,37924,2,1,Suspended
2.54,95,2,26192,9,0,High Risk
4.72,98,7,16774,4,1,High Risk
7.25,44,7,65256,5,1,High Risk
4.01,81,3,17466,8,0,High Risk
4.85,39,5,144150,4,1,Dropout
3.82,65,4,32064,7,-1,High Risk
5.87,65,2,82317,3,1,Medium Risk
2.54,62,3,75836,8,1,High Risk
3.15,41,5,138345,2,1,Suspended
8.74,42,0,147041,6,-1,High Risk
8.81,75,6,97914,6,0,High Risk
6.41,49,0,147034,8,-1,High Risk
5.2,84,2,107229,7,-1,High Risk
6.67,63,1,78008,6,0,Medium Risk
4.5,50,0,93230,5,0,High Risk
4.73,38,2,101049,4,0,Dropout
8.53,83,4,77238,7,1,Low Risk
9.39,35,3,39602,8,1,Dropout
5.44,48,5,15446,9,0,High Risk
8.95,87,0,112876,8,1,Low Risk
4.34,99,3,62105,2,-1,Suspended
2.75,40,1,18611,1,1,Suspended
3.63,36,2,118722,1,0,Dropout
5.9,51,4,98444,7,-1,High Risk
3.5,43,2,25935,8,0,High Risk
6.44,97,3,48002,7,-1,High Risk
3.09,42,6,143054,3,1,Dropout
2.1,68,6,64681,1,0,Dropout
2.57,94,4,33618,1,0,Suspended
7.5,86,5,78225,8,1,High Risk
3.44,60,3,41368,5,-1,High Risk
7.1,40,5,14435,3,0,High Risk
2.29,42,4,57219,5,0,High Risk
4.89,46,7,114396,8,0,High Risk
6.63,30,6,143637,7,0,Dropout
9.7,37,1,44510,4,1,Dropout
3.12,85,0,79939,2,0,Suspended
5.29,90,3,40030,2,1,Suspended
8.18,61,2,67255,8,-1,High Risk
4.02,79,3,119396,3,1,High Risk
8.45,78,7,83251,6,1,High Risk
5.61,61,6,43762,5,1,High Risk
9.42,66,7,94074,8,-1,High Risk
6.08,59,1,124719,2,1,Suspended
7.25,49,4,134773,1,1,Suspended
6.57,36,4,122622,8,-1,Dropout
9.21,78,5,118546,6,1,High Risk
8.31,77,6,52747,7,-1,High Risk
2.83,53,7,10051,7,-1,Dropout
2.3,94,5,121056,2,0,Suspended
3.62,72,1,98091,9,-1,High Risk
3.75,80,7,115561,5,0,Dropout
6.93,36,0,50429,5,1,Dropout
8.0,90,2,105909,8,-1,High Risk
5.84,95,5,59574,7,1,High Risk
6.9,77,2,122158,2,1,Suspended
4.65,80,4,59635,6,-1,High Risk
9.69,85,6,79549,1,-1,Suspended
6.98,56,6,87614,5,0,High Risk
6.7,49,5,56972,6,0,High Risk
2.48,59,4,116458,5,-1,High Risk
4.43,76,4,82554,6,0,High Risk
8.93,64,7,47097,6,0,High Risk
7.39,74,1,86942,5,-1,High Risk
6.38,81,6,94834,5,1,High Risk
9.11,86,0,41000,5,-1,High Risk
8.79,48,2,80916,9,0,Medium Risk
9.39,77,7,112342,2,-1,Suspended
2.39,32,6,134660,8,-1,Dropout
8.91,36,7,80162,1,1,Dropout
4.52,78,2,147661,2,0,Suspended
8.7,96,7,101908,4,-1,High Risk
8.13,66,3,51003,6,-1,High Risk
5.87,90,2,130332,6,1,Medium Risk
5.53,36,0,69789,1,1,Dropout
3.18,63,0,112476,5,0,High Risk
4.55,76,5,139677,6,0,High Risk
4.76,75,2,83285,8,1,High Risk
4.4,30,1,28540,9,1,Dropout
9.67,39,1,64781,7,0,Dropout
5.13,53,4,97273,9,0,Medium Risk
3.46,41,2,23894,9,-1,High Risk
5.21,89,7,20691,6,1,High Risk
4.67,51,6,34967,1,-1,Suspended
3.02,47,4,136861,7,0,High Risk
9.73,46,2,30703,9,-1,High Risk
3.05,86,3,21628,8,0,High Risk
8.83,40,2,44311,4,0,Medium Risk
2.91,94,4,60333,8,1,High Risk
4.36,86,7,52974,1,1,Suspended
5.31,77,6,110037,7,1,High Risk
7.53,41,3,58435,8,0,Medium Risk
4.44,64,3,37678,3,-1,High Risk
4.54,91,0,17482,8,-1,High Risk
2.93,61,5,131691,7,-1,High Risk
4.46,42,6,113018,1,-1,Suspended
7.99,63,2,11135,6,0,Medium Risk
9.41,50,4,72110,5,1,Medium Risk
2.9,93,6,116279,5,0,Dropout
7.29,92,3,10526,8,0,Low Risk
4.36,73,3,88277,1,0,Suspended
8.69,95,1,90123,4,-1,High Risk
8.18,74,1,58302,2,-1,Suspended
8.81,30,2,24679,7,1,Dropout
4.69,89,3,43178,8,0,High Risk
9.47,48,5,114139,3,1,High Risk
3.5,90,3,149334,7,0,High Risk
9.19,43,0,114004,1,-1,Suspended
5.03,49,0,107994,3,0,Medium Risk
5.19,74,2,36825,2,0,Suspended
5.42,61,2,147175,7,-1,High Risk
6.79,77,7,72713,2,-1,Suspended
9.14,58,3,88488,7,0,Medium Risk
6.17,63,7,26756,9,0,High Risk
3.18,36,5,19796,8,1,Dropout
3.47,78,0,74649,4,1,High Risk
5.38,84,2,38223,8,1,Medium Risk
5.2,85,0,39114,4,0,Medium Risk
3.1,90,7,57577,9,-1,Dropout
2.2,76,0,142019,6,-1,High Risk
9.63,42,5,101742,2,0,Suspended
3.75,43,0,147161,7,0,High Risk
9.63,57,1,116810,4,-1,High Risk
8.99,66,0,40312,8,1,Medium Risk
5.01,39,0,95802,5,-1,Dropout
5.55,89,6,121411,7,0,High Risk
3.64,97,4,96314,9,1,High Risk
5.04,87,6,134958,9,-1,High Risk
8.31,94,2,52129,8,-1,High Risk
2.3,36,4,117535,8,0,Dropout
5.79,63,3,33655,7,0,Medium Risk
2.13,57,3,142216,5,0,High Risk
8.43,91,3,45191,6,-1,High Risk
8.27,78,1,109846,4,-1,High Risk
7.54,59,2,64777,3,1,Medium Risk
6.4,32,7,134750,1,1,Dropout
6.52,83,4,145362,9,1,Low Risk
7.48,70,7,16677,3,0,High Risk
7.04,70,3,55534,1,1,Suspended
5.05,77,4,118380,2,1,Suspended
2.33,78,6,12205,3,1,Dropout
5.28,50,1,12808,7,-1,High Risk
3.55,58,3,72995,8,-1,High Risk
8.39,54,4,103699,9,1,Medium Risk
5.27,61,3,22926,9,0,Medium Risk
5.65,73,0,10925,2,0,Suspended
6.57,53,5,44187,6,-1,High Risk
3.6,69,7,131889,2,-1,Dropout
5.95,59,4,127101,4,0,Medium Risk
6.24,58,6,149872,5,-1,High Risk
4.84,90,0,72679,6,1,High Risk
6.49,36,7,13907,5,-1,Dropout
9.3,58,0,16073,2,0,Suspended
2.56,59,1,69668,5,1,High Risk
4.78,33,2,119119,1,1,Dropout
7.65,49,7,98260,5,0,High Risk
5.27,65,5,68616,4,1,High Risk
7.25,35,7,27332,3,0,Dropout
6.74,79,3,66971,8,1,Low Risk
9.32,69,0,22996,5,0,Medium Risk
5.37,62,2,12196,4,-1,High Risk
8.93,46,4,147095,2,0,Suspended
6.25,42,5,105384,7,0,High Risk
4.68,92,5,142974,9,1,High Risk
8.0,36,7,78056,1,1,Dropout
6.52,72,0,45885,1,0,Suspended
9.78,64,1,143323,6,0,Medium Risk
3.96,57,5,113229,7,0,High Risk
6.27,86,0,70530,3,1,Medium Risk
4.07,44,3,123271,1,1,Suspended
8.48,52,0,142508,1,0,Suspended
8.03,35,3,116023,1,1,Dropout
4.12,97,7,143866,5,-1,High Risk
5.17,40,2,137171,7,-1,High Risk
8.3,37,0,75696,9,1,Dropout
9.59,84,2,149490,1,0,Suspended
7.01,64,4,139752,7,0,Medium Risk
5.47,49,2,93845,7,1,Medium Risk
6.21,80,5,39346,4,0,High Risk
2.25,45,2,59665,1,0,Suspended
2.13,36,7,91499,2,0,Dropout
7.88,62,1,103616,1,-1,Suspended
4.93,57,6,36093,7,0,High Risk
6.08,65,1,146279,2,-1,Suspended
5.06,54,5,92951,8,0,High Risk
3.91,47,3,25535,4,0,High Risk
5.49,47,7,23346,6,0,High Risk
7.11,90,7,112746,5,1,High Risk
2.21,56,6,31734,9,1,Dropout
6.37,42,1,118863,7,-1,High Risk
3.15,67,5,73184,3,0,High Risk
4.04,58,3,38725,5,0,High Risk
2.86,38,5,11236,6,1,Dropout
6.01,81,1,100982,7,-1,High Risk
4.67,84,0,21399,2,1,Suspended
8.01,83,4,53118,2,0,Suspended
2.89,46,5,70506,8,-1,High Risk
7.54,67,6,55201,5,0,High Risk
6.65,71,0,146537,3,-1,High Risk
7.31,30,0,48624,7,-1,Dropout
9.55,60,5,75671,2,-1,Suspended
4.33,74,2,69870,4,1,High Risk
4.38,36,1,111110,5,1,Dropout
6.39,54,4,117739,3,1,Medium Risk
6.01,95,7,118798,2,1,Suspended
7.61,32,6,93325,6,1,Dropout
3.94,32,5,27111,4,1,Dropout
6.24,93,5,25793,7,1,High Risk
3.5,88,3,142044,9,-1,High Risk
9.76,96,0,87656,4,1,Low Risk
8.85,55,4,105373,8,0,Medium Risk
2.76,65,1,125475,9,1,High Risk
9.58,53,3,112263,6,-1,High Risk
6.25,64,2,25412,4,1,Medium Risk
9.79,37,1,71922,9,0,Dropout
5.42,98,4,105201,6,1,Medium Risk
9.11,44,5,132942,5,-1,High Risk
4.03,81,7,125042,6,-1,High Risk
3.53,82,5,90225,2,1,Suspended
4.83,79,0,106537,3,1,High Risk
5.89,34,1,71775,9,-1,Dropout
3.42,72,3,96290,6,0,High Risk
5.09,40,5,94752,2,1,Suspended
4.78,39,4,34737,1,0,Dropout
2.68,91,0,106342,9,-1,High Risk
4.69,50,5,22803,1,1,Suspended
8.6,44,3,46764,9,-1,High Risk
9.67,98,0,124067,5,-1,High Risk
4.72,87,7,103391,1,1,Suspended
3.27,33,0,118877,8,1,Dropout
6.57,36,0,23936,4,1,Dropout
8.9,35,3,14486,6,-1,Dropout
4.67,92,1,107816,1,-1,Suspended
6.57,35,5,75729,6,-1,Dropout
2.26,84,7,101810,7,1,Dropout
3.11,76,6,97750,8,0,Dropout
3.78,95,6,119865,6,0,Dropout
7.02,73,7,142192,7,1,High Risk
5.11,52,7,39949,1,1,Suspended
2.08,63,6,35412,3,-1,Dropout
3.15,77,5,104324,9,-1,High Risk
8.57,96,3,48787,9,-1,High Risk
4.51,38,2,140864,6,-1,Dropout
6.93,85,4,73271,2,1,Suspended
4.23,56,5,149337,9,-1,High Risk
5.81,56,6,99410,1,0,Suspended
8.59,62,1,34718,6,1,Medium Risk
4.78,36,0,86820,8,1,Dropout
4.71,44,3,136328,2,0,Suspended
8.17,79,5,48795,2,1,Suspended
6.77,33,3,59649,1,-1,Dropout
9.64,38,4,40568,8,-1,Dropout
4.85,57,2,12355,6,-1,High Risk
5.57,70,1,71788,3,0,Medium Risk
2.09,56,7,49177,8,-1,Dropout
6.47,35,6,78590,2,-1,Dropout
3.48,71,4,125475,8,-1,High Risk
4.94,73,6,10814,7,1,High Risk
6.91,45,6,115076,6,1,High Risk
6.11,80,3,133355,9,0,Medium Risk
2.7,79,0,76741,2,0,Suspended
3.41,89,7,54785,8,1,Dropout
6.21,42,0,57582,9,0,Medium Risk
5.04,37,6,33902,5,-1,Dropout
8.68,86,5,17213,1,-1,Suspended
7.05,41,0,11046,9,0,Medium Risk
4.28,84,0,116378,1,0,Suspended
6.12,76,3,60044,2,1,Suspended
2.05,89,7,41028,2,0,Dropout
6.17,82,3,77982,3,0,Medium Risk
8.66,77,0,107409,6,-1,High Risk
7.1,99,7,70693,8,-1,High Risk
6.66,57,6,117904,9,-1,High Risk
7.5,92,1,22473,6,1,Low Risk
4.39,48,6,107481,1,1,Suspended
9.17,97,4,86982,7,-1,High Risk
6.11,35,1,61188,7,0,Dropout
9.24,75,1,133651,3,-1,High Risk
9.44,90,5,35247,7,1,High Risk
8.98,32,2,77008,8,1,Dropout
7.15,47,1,18645,1,-1,Suspended
6.94,83,6,19940,2,-1,Suspended
2.1,73,2,93682,9,1,High Risk
7.15,31,2,19551,9,-1,Dropout
6.44,56,1,12781,3,0,Medium Risk
2.88,42,7,25615,2,0,Dropout
7.35,88,6,32966,8,-1,High Risk
4.11,70,4,127296,3,1,High Risk
7.48,80,0,116075,4,0,Low Risk
8.28,66,7,119715,3,0,High Risk
2.85,89,3,11208,6,-1,High Risk
5.8,43,6,80883,6,1,High Risk
8.51,52,6,59647,4,-1,High Risk
3.6,92,4,132416,3,1,High Risk
6.7,35,2,11304,3,-1,Dropout
3.85,37,6,87354,2,0,Dropout
3.96,34,6,44307,1,0,Dropout
5.76,94,2,74277,8,0,Medium Risk
5.49,60,5,126815,2,-1,Suspended
6.83,88,1,110146,4,1,Low Risk
5.14,91,0,47256,9,-1,High Risk
8.34,37,0,18301,2,0,Dropout
4.5,88,6,40341,6,1,High Risk
8.15,88,2,54791,9,1,Low Risk
6.29,96,1,37723,8,0,Medium Risk
4.27,56,7,65569,6,1,High Risk
2.09,50,2,62082,2,-1,Suspended
9.32,77,5,13217,3,-1,High Risk
9.41,72,2,26263,5,-1,High Risk
2.27,57,5,29575,8,-1,High Risk
7.1,49,7,60697,3,-1,High Risk
8.87,92,2,51576,7,1,Low Risk
7.89,32,6,89149,8,0,Dropout
3.43,37,6,33386,9,0,Dropout
4.83,74,1,86607,2,-1,Suspended
4.72,43,1,111085,4,1,High Risk
7.2,43,6,140204,5,-1,High Risk
2.47,87,6,70631,1,-1,Dropout
5.25,37,2,136226,9,1,Dropout
9.69,89,3,33306,3,0,Low Risk
2.13,83,0,148519,1,0,Suspended
8.99,43,2,36221,5,-1,High Risk
5.54,83,6,80585,1,-1,Suspended
9.0,53,6,76760,3,0,High Risk
3.82,51,5,73004,2,0,Suspended
3.97,56,6,85103,9,1,Dropout
8.15,55,2,143206,8,0,Medium Risk
5.58,81,1,82799,3,1,Medium Risk
8.79,91,2,45120,5,-1,High Risk
6.83,51,5,106993,7,1,High Risk
3.36,51,2,56865,4,-1,High Risk
7.67,92,1,64325,1,1,Suspended
4.16,54,1,51815,6,0,High Risk
3.03,65,5,32743,4,-1,High Risk
4.01,33,1,124132,8,1,Dropout
8.26,60,2,106342,3,0,Medium Risk
9.28,92,3,39046,9,1,Low Risk
2.32,39,0,36809,1,0,Dropout
5.2,60,3,126193,3,0,Medium Risk
8.64,53,4,49211,3,-1,High Risk
2.66,71,3,30519,1,0,Suspended
9.6,68,4,84975,6,1,Medium Risk
4.54,41,5,110405,8,0,High Risk
3.31,55,7,66808,4,-1,Dropout
8.22,94,2,108972,1,-1,Suspended
7.36,92,5,25904,5,1,High Risk
6.38,53,5,14334,5,-1,High Risk
4.16,59,3,34136,2,0,Suspended
5.82,61,4,114913,7,-1,High Risk
3.9,79,3,40580,4,-1,High Risk
6.56,57,2,34236,7,1,Medium Risk
2.83,94,5,145724,3,0,High Risk
6.29,58,4,125052,9,0,Medium Risk
2.33,54,2,106428,4,0,High Risk
3.12,46,0,122092,1,0,Suspended
4.89,86,0,38897,3,1,High Risk
4.14,71,5,135041,6,0,High Risk
3.85,67,5,69596,5,1,High Risk
3.35,41,4,138928,9,1,High Risk
8.32,83,7,85224,2,0,Suspended
3.48,50,3,63462,1,0,Suspended
4.97,88,5,121713,4,0,High Risk
9.28,52,1,100439,6,-1,High Risk
8.51,35,5,12853,1,-1,Dropout
3.87,90,0,80716,6,1,High Risk
3.72,35,4,143007,3,-1,Dropout
5.07,71,1,109039,7,1,Medium Risk
6.43,32,3,40384,3,1,Dropout
3.76,95,5,33652,5,1,High Risk
5.69,76,2,73253,4,0,Medium Risk
2.35,75,0,85449,7,-1,High Risk
5.57,30,7,147112,9,-1,Dropout
6.85,68,1,120623,8,0,Medium Risk
8.31,79,5,112181,3,-1,High Risk
3.93,63,6,110079,7,-1,Dropout
8.42,36,1,112769,7,0,Dropout
3.17,97,5,14966,8,1,High Risk
9.19,88,2,12998,4,0,Low Risk
7.91,67,0,88033,1,-1,Suspended
7.66,89,0,26219,1,-1,Suspended
8.55,55,1,142156,9,-1,High Risk
6.9,99,6,28070,6,1,High Risk
4.09,48,3,116993,2,1,Suspended
8.83,88,7,72778,8,0,High Risk
5.23,50,1,109747,9,0,Medium Risk
3.12,34,0,147284,5,-1,Dropout
6.46,35,4,38831,8,0,Dropout
5.06,56,2,126664,4,1,Medium Risk
8.65,73,4,148525,8,1,Low Risk
2.13,58,4,27918,8,0,High Risk
8.23,80,7,57907,7,1,High Risk
4.64,85,3,58339,4,-1,High Risk
4.66,54,7,130639,9,-1,High Risk
2.11,81,7,22227,8,-1,Dropout
4.97,39,6,85186,1,-1,Dropout
2.44,72,1,39854,7,0,High Risk
9.37,43,2,76156,2,-1,Suspended
4.71,96,1,142046,8,0,High Risk
8.63,59,0,84453,2,-1,Suspended
3.22,83,1,130913,4,1,High Risk
5.43,80,4,105830,8,-1,High Risk
6.23,73,6,122169,9,1,High Risk
5.71,56,5,26767,5,-1,High Risk
4.08,87,4,36440,6,1,High Risk
6.49,87,0,50533,3,0,Medium Risk
5.51,99,3,118744,4,-1,High Risk
4.09,37,1,107192,9,0,Dropout
9.27,33,1,22402,1,-1,Dropout
6.21,94,5,15050,7,0,High Risk
3.77,76,1,53815,3,1,High Risk
7.38,70,4,137099,9,0,Low Risk
5.88,37,3,122446,7,0,Dropout
9.65,34,4,117127,6,-1,Dropout
4.53,53,5,54493,2,0,Suspended
9.04,32,1,40192,6,1,Dropout
8.45,81,3,15017,4,0,Low Risk
8.86,47,6,114120,1,-1,Suspended
8.12,51,3,99102,1,1,Suspended
7.39,92,1,19402,6,-1,High Risk
2.76,98,1,36000,4,0,High Risk
2.11,69,7,123174,4,1,Dropout
6.67,87,5,69938,5,1,High Risk
7.32,35,1,100636,6,0,Dropout
3.34,34,2,63709,8,1,Dropout
8.17,98,5,115217,8,-1,High Risk
8.27,65,2,100312,6,0,Medium Risk
3.53,66,7,87627,1,0,Dropout
3.98,38,1,143606,3,0,Dropout
6.92,49,6,86438,9,-1,High Risk
6.61,87,7,55798,7,0,High Risk
5.24,68,3,99938,1,0,Suspended
7.07,55,2,14094,3,0,Medium Risk
9.1,97,0,67564,7,0,Low Risk
3.54,50,5,103960,2,1,Suspended
6.97,30,3,18299,5,-1,Dropout
6.69,97,7,70047,5,0,High Risk
2.09,93,7,123219,2,-1,Dropout
5.64,74,3,52876,1,0,Suspended
7.19,58,2,113376,8,0,Medium Risk
9.67,71,6,108097,6,0,High Risk
4.82,59,3,22976,2,0,Suspended
9.38,83,2,67907,1,-1,Suspended
4.58,80,1,33997,5,0,High Risk
2.2,40,4,94612,2,-1,Suspended
5.35,54,3,49821,5,1,Medium Risk
6.08,81,1,17691,4,1,Medium Risk
4.69,35,6,12590,6,-1,Dropout
5.71,58,4,112267,6,0,Medium Risk
9.6,84,1,130405,4,0,Low Risk
5.36,89,7,51970,8,-1,High Risk
3.55,85,0,46389,9,1,High Risk
7.09,79,2,117276,1,0,Suspended
5.14,30,6,21290,4,-1,Dropout
7.84,35,0,12257,6,1,Dropout
8.96,75,2,136682,1,-1,Suspended
4.27,38,4,133611,8,-1,Dropout
7.16,71,5,97125,5,1,High Risk
3.99,82,7,120990,6,1,Dropout
5.19,31,6,112335,4,-1,Dropout
2.58,46,1,83331,8,0,High Risk
3.92,96,2,40267,5,1,High Risk
6.59,57,5,74875,7,1,High Risk
8.82,44,2,83086,7,1,Medium Risk
4.22,35,1,93698,4,1,Dropout
2.64,80,2,138750,6,0,High Risk
4.76,67,2,105155,4,0,High Risk
4.96,43,3,24202,7,-1,High Risk
6.82,38,7,88872,1,0,Dropout
5.37,96,4,106550,2,1,Suspended
7.57,49,4,61372,4,1,Medium Risk
6.62,94,3,42934,1,0,Suspended
5.43,47,6,138383,3,1,High Risk
6.27,76,5,113381,1,0,Suspended
2.96,72,3,116566,6,0,High Risk
9.34,87,6,51444,9,1,High Risk
3.26,59,3,91846,7,0,High Risk
6.78,68,1,54280,8,0,Medium Risk
9.69,49,5,128825,9,1,High Risk
5.83,70,5,59830,9,1,High Risk
3.21,66,6,63380,3,0,Dropout
6.99,40,5,28069,2,1,Suspended
8.77,89,7,137081,6,-1,High Risk
9.09,72,7,39461,3,0,High Risk
4.33,61,7,16880,6,-1,High Risk
2.82,40,5,90868,9,1,High Risk
2.38,77,6,12598,5,0,Dropout
6.72,88,5,66995,9,1,High Risk
2.34,82,2,118987,4,-1,High Risk
7.1,57,7,52530,4,1,High Risk
9.7,86,4,120713,1,1,Suspended
2.35,99,7,22437,3,1,Dropout
